"id","address_line1","address_line2","area","city","constructed_area","district_code","girl_exclusive","specialized","staff_quarter_available","student_hostel_available","location","no_of_student_hostel","no_of_regional_centers","other_speciality","state_code","website","year_of_establishment","year_when_declared_university","nodal_officer_id","staff_quarter_id","type_id","offers_distance_programme","has_faculty_regular_courses","has_department_regular_courses","has_other_regular_courses","constituted_from_colleges","speciality_id","name","survey_year","financial_income_id","financial_expenditure_id","infrastructure_id","remarks","latitude","longitude","scholarship_id","loan_id","offers_scholarship","offers_loan","is_accredited","is_foreign_students_enrolled","pin_code","off_shore_center_available","no_of_off_shore_center","has_fellowships","fellowships_id","has_other_minority_data"
"0366","Administrative Block","Utkal University Campus","398.27600000000001","Bhubaneswar","280.310000000000002","386","false","false","true","true","U","12","0","","21","www.utkal-university.org","1943","1943","195104","51421","02","false","true","true","true","false","","Utkal University, Bhubaneswar","2015","190657","190644","190640","Budget data as per format given not available in our budget document.","","","105066","","true","false","false","false","751004","false","0","true","5645","true"
"0039","Admn.Office: Dr YSR Bhavan","Tirupati","2.10000000000000009","Tirupati","6400","554","false","true","true","false","U","0","0","","28","www.svvu.edu.in","2005","2005","195166","51432","02","false","false","false","false","true","5","Sri Venkateswara Veterinary University, Tirupathi","2015","190719","190706","190702","","13.6278900000000007","79.419390000000007","","","false","false","true","false","517502","false","0","false","","false"
"0486","Melakottaiyur Post","Vandalur","125","Chennai 600127","25000","604","false","true","false","true","U","2","1","","33","wwww.tnpesu.org","2004","2005","195237","","02","true","false","true","false","false","16","Tamilnadu Physical Education and Sports University, Chennai","2015","190790","190777","190773","","12.8122225000000007","80.128900999999999","105136","","true","false","false","false","600127","false","0","true","5661","true"
"0032","Malkapoor Road","Karimnagar","200","Karimnagar","3642.17999999999984","534","false","false","false","true","U","3","0","","36","www.satavahana.ac.in","2008","2008","195278","","02","false","true","true","false","false","","Satavahana University, Karimnagar","2015","190831","190818","190814","","18.4550629999999991","79.0962228000000067","105153","","true","false","false","false","505001","false","0","false","","false"
"0260","University Building","Palayam","159.849999999999994","Thiruvananthapuram","119692","601","false","false","true","true","U","7","1","","32","www.keralauniversity.ac.in","1937","1937","195300","51461","02","true","false","true","false","false","","Kerala University, Thiruvananthapuram","2015","190853","190840","190836","","","","105169","","true","false","true","true","695034","false","0","true","5664","false"
"0683","Sankar Madhab Path","Gandhi Nagar, Panikhaiti","50","Guwahati","42000","322","false","false","true","true","R","4","1","","18","www.adtu.in","1010","2010","195304","51462","03","true","true","false","false","false","","ASSAM DOWN TOWN UNIVERSITY","2015","190857","190844","190840","","26.2015780000000014","91.861346999999995","","","false","false","false","true","781026","false","0","false","","false"
"0261","Kerala Veterinary and Animal Sciences University, Pookode","Lakkidi. P. O.","1000","","","590","false","true","false","true","R","10","0","","32","www.kvasu.ac.in","2010","2011","195520","","02","false","true","false","false","true","5","Kerala Veterinary & Animal Science University, Wayanad","2015","191073","191060","191056","","","","","","false","false","false","false","673576","false","0","false","","true"
"0299","Dr Babasaheb Ambedkar Technological University Lonere","Lonere","469","Lonere","75357","520","false","true","true","true","R","5","0","","27","www.dbatu.ac.in","1989","1989","195538","51539","02","false","false","true","false","false","4","Dr. Babasaheb Ambedkar Technological University, Lonere","2015","191091","191078","191074","","18.1684230000000007","73.3365069999999974","","","false","false","true","false","402103","false","0","false","","true"
"0697","Shoghi-Mehli By Pass Road","Lower Panthaghati","44","Shimla","","033","false","false","true","true","R","3","0","","02","agu.edu.in","2012","2012","195579","51553","03","false","true","false","false","false","","APG (ALAKH PRAKASH GOYAL) SHIMLA UNIVERSITY","2015","191132","191119","191115","","31.0886522999999997","77.1797796000000034","105353","","true","false","true","true","171013","false","0","false","","false"
"0309","Govandi Station Road","Deonar","5.29999999999999982","Mumbai","12000","519","false","false","true","true","U","2","0","","27","www.iipsindia.org","1956","1985","195644","51567","04","false","true","false","false","false","","International Institute for Population Sciences, Mumbai","2015","191197","191184","191180","","19.033334","72.9000010000000032","105396","","true","false","false","false","400088","false","0","false","","false"
"0290","Mekal Sadan , Kapil Dhara Road","Mekal Sadan , Kapil Dhara Road","371","Amarkantak,","7810","461","false","false","true","true","R","4","0","","23","www.igntu.ac.in","2008","2008","195663","51575","01","false","true","true","false","false","","Indira Gandhi National Tribal University, Amarkantak","2015","191216","191203","191199","","","","105411","","true","false","false","false","484887","false","0","false","","true"
"0490","Katpadi-Thiruvalam Road","","366","Vellore","529130","605","false","false","true","true","U","20","0","","33","www.vit.ac.in","1984","2001","195652","51570","06","false","true","false","false","false","","Vellore Institute of Technology, Vellore","2015","191205","191192","191188","","12.8794170000000001","79.1224619999999987","105400","","true","false","true","true","632014","false","0","true","5689","false"
"0195","Baba Saheb Ambedkar Road, Jammu","","118","Jammu","105500","021","false","false","true","true","U","7","1","","01","www.jammuuniversity.in","1969","1969","195675","51579","02","true","false","true","false","false","","University of Jammu, Jammu Tawi","2015","191228","191215","191211","For Contractual teachers, No. of Ph.D Teachers not available but all be collected from next year onwards.For Distance mode, PG programmes under faculty of arts data for examinations included in regular mode.","","","105422","","true","false","true","false","180006","false","0","false","","false"
"0382","Punjab Technical University, Jalandhar-Kapurthala Highway","Near Pushpa Gujral Science City","78.1599999999999966","Kapurthala-144601","29395","036","false","true","true","true","R","2","338","","03","www.ptu.ac.in","1997","1997","195702","51588","02","true","false","false","false","true","4","I K Gujral Punjab Technical University, Jalandhar","2015","191255","191242","191238","","","","105442","","true","false","false","false","144601","true","1","true","5691","false"
"0110","NIFT Campus, Near Gulmohar Park","Hauz Khas","3.79999999999999982","New Delhi","13819","098","false","true","false","false","U","0","0","Fashion & Design","07","www.nift.ac.in","1986","2006","195756","","19","false","false","false","false","true","9","National Institute of Fashion Technology, Hauz Khas","2015","191309","191296","191292","","28.3700100000000006","77.1000099999999975","","","false","false","false","false","110016","false","0","false","","false"
"0313","Mhasrul","Vani  Road, Nashik","51.2299999999999969","Nashik- 422 004","19840.5499999999993","516","false","true","false","false","U","0","0","","27","www.muhs.ac.in","1998","1998","195781","","02","false","false","true","false","true","2","Maharashtra University of Health Sciences, Nashik","2015","191334","191321","191317","","20.1234499999999983","73.1234500000000054","","","false","false","false","false","422004","false","0","false","","false"
"0547","Sitapur-Hardoi Bypass Road","","28","Lucknow","","157","false","true","false","false","U","0","0","For Promote Urdu, Arabic & Persian Languages","09","www.uafulucknow.ac.in","2009","2010","195784","","02","false","false","true","false","false","9","KHWAJA MOINUDDIN CHISHTI URDU ARABI FARSI UNIVERSITY","2015","191337","191324","191320","","26.9280000999999984","80.8960009999999983","105488","15114","true","true","false","false","226013","false","0","false","","true"
"0757","Vill.: Manth (Kharora)","Tehsil: Tilda","53","Raipur","9750","410","false","false","true","true","R","2","0","","22","www.amity.edu","2014","2014","195863","51631","03","false","true","true","false","true","","AMITY UNIVERSITY, RAIPUR","2015","191416","191403","191399","","21.3963560000000008","81.8923989999999975","","","false","false","false","false","493225","false","0","false","","false"
"0628","Zoram Villa  Bomfylde Road","Opposite St Anthony s College","","Shillong","","298","false","false","false","false","U","0","0","","17","www.wcu.co.in","2005","2005","195876","","03","false","true","true","false","false","","William Carey University, Shillong","2015","191429","191416","191412","","","","","","false","false","false","false","793001","false","0","false","","false"
"0322","A/P : Loni BK, Tal. Rahata,","Dist. Ahmednagar","10","Loni","55591.739999999998","522","false","true","true","true","R","9","0","","27","www.pravara.com","2003","2003","195962","51661","06","false","true","false","false","true","2","Pravara Institute of Medical Sciences, Ahmednagar","2015","191515","191502","191498","All the land is  in the name of Pravara Medical Trust,Loni.  All the above colleges are constituent colleges of Pravara Institute of Medical Sciences(DU),Loni.  Pravara Medical Trust,Loni is parent body of Pravara Institute of Medical Sciences(DU),Loni.  Pravara Medical Trust,Loni, the bifurcation of land among the colleges is not done as per MSOTPT council norms, there is no specific land requirement for Dr. APJ Abdul Kalam College of Physiotherapy.Following ancillary Departments are included under Rural Medical College, Loni, as 1. Research 2. Bioethics 3. Medical Education Technology 4. International Relations 5. Medical Informatics.","19.3443679999999993","74.2715550000000064","105595","15131","true","true","true","false","413736","false","0","false","","true"
"0630","Kerala University of Health Sciences","Medical college PO","65","Thrissur","13750","594","false","true","true","false","R","0","0","","32","http://kuhs.ac.in","2010","2010","196006","51675","02","false","false","false","false","true","2","KERALA UNIVERSITY OF HEALTH AND ALLIED SCIENCES","2015","191559","191546","191542","","10.6099010000000007","76.1948009999999982","","","false","false","false","false","680596","false","0","false","","false"
"0092","G.E. Road","","80","Raipur","62060","410","false","true","true","true","U","10","0","","22","nitrr.ac.in","1956","2005","196127","51706","07","false","true","false","false","true","4","National Institute of Technology, Raipur","2015","191680","191667","191663","","","","105692","","true","false","false","true","492010","false","0","true","5712","true"
"0679","DAIZAR","MATHANIA ROAD, OPP. GRAMIN POLICE LINE","6.71487603000000011","JODHPUR","9058.04639587999918","113","false","true","true","true","U","7","0","Police Studies","08","www.policeuniversity.ac.in","2012","2012","196858","51893","02","false","true","false","false","false","9","SARDAR PATEL UNIVERSITY OF POLICE, SECURITY AND CRIMINAL JUSTICE","2015","192411","192398","192394","Presently University is running in Temporary Campus with Three Programs and due to which the strength and the other facilities are not at the full supporting level like case with the differently able person or providing sports ground. However, University administration try as much from their side to support the students at the fullest and students are also performing in every aspect of the student life.","26.3959820000000001","73.0642760000000067","106142","15229","true","true","false","false","342304","false","0","false","","false"
"0086","Post - Uparwara","Naya Raipur - 492 002 (Chhattisgarh)","65","Raipur","89800","410","false","true","true","true","R","5","0","","22","www.hnlu.ac.in","2003","2003","199831","52655","02","false","true","false","false","false","3","Hidayatullah National Law University, Raipur","2015","195384","195371","195367","","21.1062615999999998","81.7581928000000033","107950","","true","false","false","false","492002","false","0","false","","true"
"0555","566/6, Bell Road","Clement Town","23.9775619999999989","Dehradun","80181.5069999999978","060","false","false","true","true","U","9","0","","05","www.geu.ac.in","1997","2008","196041","51684","06","false","false","true","true","true","","Graphic Era University, Dehradun","2015","191594","191581","191577","1. In block number 1E & 1F their are some courses in which number of students marked are 0 as the courses are in middle of completion.2. In block number 1H, we are unable to enter number beyond 9 as we have 29 theaters, 31 computer Center/Labs etc.3. In block number 1G, other expenses does not include repayment of loans installment & interest to present society.4. PWD reservation is 3%.5. The PhD intake shown in block number 1E is the number of enrolled students in the current semester.6. In block number 1C (2), their are some courses in which the intake is 0 as they are the courses which are discontinued in the academic year 2014-15 to comply by UGC notification.7. In block 1L, Government scholarships for students directly go to the students bank accounts by the social welfare departments, so no data is available for this.8. All the infrastructure is differently able friendly.9. In addition to 96 journal subscribed as mentioned in 1 H (4b), the university also subscribe to 4453 E-journals with full subscriptions IEEE proceedings, IEEE, all society journals, ACM, ASCE, ASME, McGraw Hill, Access Engg. & 523 E-books.10. The integrated programme in Department of Biotechnology in school of Engineering & Technology refers to B. Tech Biotech+MBA.","30.3164949999999997","78.0321919999999949","","","false","false","true","true","248002","false","0","false","","false"
"0787","VIVEKANANDA STREET","","20","COOCH BEHAR","","342","false","false","false","false","U","0","0","","19","www.cbpbu.ac.in","2012","2012","196048","","02","false","true","false","false","false","","COOCH BEHAR PANCHANAN BARMA UNIVERSITY","2015","191601","191588","191584","NEW UNIVERSITY","26.3215177000000011","89.4699221000000051","","","false","false","false","false","736101","false","0","false","","false"
"0780","VILL-KAROUNDI, POST- BHAGWANPUR","TEHSIL - ROORKEE","11.2300000000000004","","23003.8400000000001","068","true","false","false","false","R","0","0","","05","www.motherhooduniversity.edu.in","2015","2015","196096","","03","false","false","true","false","true","","MOTHERHOOD UNIVERSITY","2015","191649","191636","191632","As mentioned in Block-1I, students only applied for post matrices scholarship offered by social welfare department, Uttarakhand. Scholarship have not received yet for academic year 2015-16.","29.9388469999999991","77.8221920000000011","105673","","true","false","false","false","247661","false","0","false","","false"
"0172","Director","National Institute of Technology","292","Kurukshetra","163885.390000000014","072","false","true","true","true","U","13","0","","06","www.nitkkr.ac.in","1963","2002","196169","51720","07","false","false","true","false","false","4","National Institute of Technology, Kurukshetra","2015","191722","191709","191705","","29.9657100000000014","76.8370100000000065","105716","","true","false","false","true","136119","false","0","true","5714","true"
"0661","NH-26 NARSHINGHPUR ROAD","SIRONJA","62.5","SAGAR","38981","427","false","false","false","true","R","1","0","","23","www.svnuniversity.co.in","2011","2012","196229","","03","false","true","true","false","false","","SWAMI VIVEKANANDA UNIVERSITY","2015","191782","191769","191765","","23.8191099999999985","78.7997799999999984","","","false","false","false","false","470228","false","0","false","","false"
"0695","Plot No. 5, HIMUDA Educational Hub, Kalujhinda,","PO Mandhala, Via Barotiwala","46.7199999999999989","Baddi","20554.369999999999","031","false","false","false","true","R","2","0","","02","www.iuhimachal.edu.in","2011","2016","196230","","03","false","true","false","false","true","","INSTITUTE OF CHARTERED FINANCIAL ANALYSTS OF INDIA UNIVERSITY, SOLAN","2015","191783","191770","191766","","30.9578257999999984","76.7913558000000052","105752","","true","false","false","false","174103","false","0","false","","false"
"0095","Sarguja Vishwavidyalaya, Darripara, Ambikapur (C.G.) 497001","Near Hospital Road, Ambikapur","222","Ambikapur (C.G.)","","401","false","false","false","false","R","0","0","","22","www.sargujauniversity.in","2008","2008","187387","","02","false","true","false","false","false","","Sarguja University, Ambikapur","2015","182940","182927","182923","1. Since there are no final year students in the M. Sc. Environmental Science, M. Sc. Computer Science, M. A. Functional Hindi and in B.E. (Computer Science & Electrical).2. All the financial details & Scholarship details and data's are of Engg. College and UTD departments are combined.3. Financial Income of Engg. College is 250+415 Lacs4. Tution Fees + Other Fees of Engg. College is 180.96  Lacs5. Total Expenditure of Engg. College is 310.44 Lacs","","","100343","","true","false","false","false","497001","false","0","false","","false"
"0618","Chumukedima","0","291","Dimapur","800","265","false","true","true","true","R","10","0","","13","www.nitnagaland.ac.in","2009","","196239","51734","07","false","false","true","false","false","4","National Institute of Technology Nagaland","2015","191792","191779","191775","","25.7879806000000009","93.7744742999999943","105761","","true","false","false","false","797103","false","0","true","5716","true"
"0694","CAREER POINT UNIVERSITY, HAMIRPUR","Tikker (Kharwarian),Tehsil- Bhoranj","26","Hamirpur","16301","028","false","false","false","true","R","2","0","","02","www.cpuh.in","2012","2012","196253","","03","false","false","true","false","true","","CAREER POINT UNIVERSITY, HAMIRPUR","2015","191806","191793","191789","","31.7000099999999989","76.5200009999999935","105768","15152","true","true","false","false","176041","false","0","true","5719","false"
"0570","87/1, College Street","Kolkata - 700 073","120.155000000000001","Kolkata","204043.779999999999","342","false","false","true","true","U","18","0","","19","www.caluniv.ac.in","1857","1857","188509","49823","02","false","false","true","false","false","","Calcutta University, Kolkata","2015","184062","184049","184045","","","","","","false","false","true","false","700073","false","0","true","5722","true"
"0115","56-57, Institutional Area","Janakpuri D Block","88.3359999999999985","Delhi","60928.4599999999991","096","false","true","false","false","U","0","11","","07","www.sanskrit.nic.in/","1970","2002","196374","","04","true","false","false","false","true","15","Rashtriya Sanskrit Sansthan, New Delhi","2015","191927","191914","191910","","28.6353007999999996","77.2249599999999958","105829","","true","false","true","false","110058","false","0","false","","true"
"0736","VPO Bhucho Kalan, Tehsil Nathana","Barnala Road","40","Bathinda","223710","046","false","false","true","true","R","7","0","","03","adeshuniversity.ac.in","2012","2012","196407","51774","03","false","true","true","true","true","","ADESH UNIVERSITY","2015","191960","191947","191943","","30.1857399999999991","75.0340499999999935","105848","","true","false","false","false","151101","false","0","false","","false"
"0012","Donthanapally","Shankarapalli Road","92.5","Hyderabad  501 203","230000","536","false","false","true","true","U","3","0","","36","http://www.ifheindia.org","1995","2008","196456","51788","06","false","true","false","false","false","","ICFAI Foundation for Higher Education, Hyderabad","2015","192009","191996","191992","Solar Power Generation: We generate only hot water not solar electricity(Power).","","","","","false","false","true","false","501203","false","0","false","","false"
"0784","Administrative Building","Rajendranagar","2335","Hyderabad","1138680","536","false","true","true","true","U","13","0","","36","pjtsau.ac.in","2014","2014","196485","51797","02","false","true","true","false","false","1","PROFESSOR JAYASHANKAR TELANGANA STATE AGRICULTURAL UNIVERSITY","2015","192038","192025","192021","","","","105895","","true","false","true","true","500030","false","0","true","5733","false"
"0014","Prof. C R Rao Road","Gachibowli","66","Hyderabad","97434.5","537","false","false","true","true","U","5","0","","36","www.iiit.ac.in","1998","2001","196464","51791","06","false","false","false","true","false","","International Institute of Information Technology, Hyderabad","2015","192017","192004","192000","","17.4478675999999986","78.3495254000000045","105881","","true","false","true","true","500032","false","0","true","5734","false"
"0073","P.O. - Nalanda","Distt. - Nalanda, Pin no. - 803111, Bihar","79.1500000000000057","Nalanda","20449","229","false","true","true","true","R","4","0","","10","www.nnm.ac.in","1951","2006","196638","51835","04","false","true","true","false","false","13","Nava Nalanda Mahavihara, Nalanda","2015","192191","192178","192174","","25.1286780000000007","85.4441479999999984","105996","","true","false","false","true","803111","false","0","true","5742","true"
"0060","Sabour, Bhagalpur","","550","Bhagalpur","161874","224","false","true","true","false","R","0","0","","10","www.bausabour.ac.in","2010","2010","196813","51878","02","false","true","false","false","true","1","Bihar Agriculture University, Sabour","2015","192366","192353","192349","","25.2400009999999995","87.0400010000000037","","","false","false","true","false","813210","false","0","false","","false"
"0087","Krishak Nagar","","","Raipur","","410","false","true","true","false","U","0","0","","22","igau.edu.in, igau.nic.in","1987","1987","196976","51927","02","false","false","false","false","true","1","Indira Gandhi Krishi Vishwavidyalaya, Raipur","2015","192529","192516","192512","","","","","","false","false","false","false","492012","false","0","false","","false"
"0401","Jaipur-Agra Bypass","Near New RTO Office, Jagatpura","120","Jaipur","115956","110","false","false","true","true","U","16","1","","08","www.jnujaipur.ac.in","2002","2007","196889","51901","03","true","true","false","false","true","","Jaipur National University, Jaipur","2015","192442","192429","192425","Due to DBT scheme of Government many data of student loan and scholarship are not available to the office.","26.8500009999999989","75.9000000999999997","106166","","true","false","true","true","302017","false","0","true","5756","true"
"0112","JANPATH NEW DELHI","DELHI","3","DELHI","","094","false","true","false","false","U","0","0","","07","www.nmi.gov.in","1989","1989","196914","","04","false","false","true","false","false","4","National Museum Institute of Hisotry of Art Conservation and Musicology","2015","192467","192454","192450","","28.6118109999999994","77.2192620000000005","","","false","false","false","false","110011","false","0","true","5757","true"
"0539","No.1, Santosh Nagar, Ghaziabad - 201009 U.P.","No.1, Santosh Nagar, Ghaziabad - 201009 U.P.","85.0109999999999957","Ghaziabad","67236.1199999999953","140","false","false","true","true","U","6","0","","09","www.santoshuniversity.com","1995","2007","196937","51912","06","false","true","true","false","true","","Santosh University, Ghaziabad","2015","192490","192477","192473","1. Scholarship Fee Reimbursement  in the Academic Year 2015 - 2016 till not yet received from the Uttar Pradesh Social Welfare Department.","28.6670000999999992","77.433000100000001","106201","","true","false","false","false","201009","false","0","false","","false"
"0717","Sri Dev Suman Uttarakhand University","","","Badshahithaul","","059","false","false","false","false","R","0","0","","05","www.sdsuv.ac.in","2011","2013","196950","","02","false","false","false","false","true","","SRI DEV SUMAN UTTARAKHAND UNIVERSITY, BADSHAHITHOL, TEHRI","2015","192503","192490","192486","At present the University does not have its Campus therefore the strength of Students and Teachers is not shown.","15.3241499999999995","72.1543199999999985","","","false","false","false","false","249199","false","0","false","","false"
"0518","Indian Veterinary Research Institute","","758.289999999999964","Izatnagar","37593","150","false","true","true","true","U","6","0","","09","www.ivri.nic.in","1889","1983","196972","51926","04","false","false","true","true","false","5","Indian Veterinary Research Institute, Izatnagar","2015","192525","192512","192508","","28.250001000000001","79.4100009999999941","106222","","true","false","false","false","243122","false","0","false","","false"
"0723","#2, 3rd C Cross, 6th A Main,","2nd Block, HRBR Layout, Kalyananagar","30.1999999999999993","Bangalore","51708","572","false","false","false","true","U","2","0","","29","www.cmr.edu.in","2013","2013","196974","","03","false","true","false","false","false","","CMR UNIVERSITY, BANGALORE","2015","192527","192514","192510","","13.0201670000000007","77.6425519999999949","106224","","true","false","false","true","560043","false","0","false","","true"
"0015","Pitapuram Road","","100","KAKINADA","35000","545","false","false","true","true","U","12","0","","28","www.jntuk.edu.in","1947","2008","196983","51929","02","false","true","true","true","true","","Jawaharlal Nehru Technological University, Kakinada","2015","192536","192523","192519","","16.3010009999999994","82.1510099999999994","106231","","true","false","false","true","533003","false","0","false","","true"
"0548","Near Anand Bhavan","Moti Lal Nehru Road","322.04000000000002","Allahabad","232.260999999999996","175","false","false","true","true","U","20","0","","09","http://www.allduniv.ac.in","1887","1887","197049","51946","01","false","true","true","false","false","","University of Allahabad, Allahabad","2015","192602","192589","192585","The data of non teaching of Group A, B,C & D category includes Physical Education and Library Staff. Moreover the non teaching staff are transferred from one department to another from time to time. Total sanction strength of Group B is 28 out of which 5 person are deputed in library.Total sanction strength of Group C is 636 out of which 27 person are deputed in library and one in Department of Physical educationCertain Student Data for PG result is consolidated i.e. female data is not available, Few Diploma and certificate results not available. Hence these were filled as 0.","25.467137000000001","81.8586336999999986","106276","","true","false","false","true","210002","false","0","true","5762","true"
"0099","Sector-16C","Dwarka","60.4600000000000009","New Delhi","90000","096","false","true","true","true","U","4","0","","07","www.ipu.ac.in","1998","1998","197118","51966","02","false","true","false","false","false","4","Guru Gobind Singh Indraprastha University","2015","192671","192658","192654","In B.Tech / M.Tech Biotechnology, Information Technology, Computer Science, and Chemical Technology students are given choice either to opt for B.Tech Degre after completion of 4 year. WE do not give admission on the basis of Minority.In University School of Medicine & Paramedical Health Science & University School of Engineering Technology there are no on-campus programmes and hence no teaching faculty.","28.6102254000000009","77.030059399999999","106322","","true","false","true","true","110078","false","0","false","","false"
"0616","Temporary Campus Government Polytechnic","Srinagar, Garhwal","","Srinagar","","061","false","true","false","true","U","7","0","","05","www.nituk.ac.in","2009","","197126","","07","false","true","false","false","false","4","National Institute of Technology Uttarakhand","2015","192679","192666","192662","","","","106327","","true","false","false","false","246174","false","0","true","5767","true"
"0059","Singheshwar Road","N.H. 107, Madhepura","32.9799999999999969","Madhepura","10.6999999999999993","213","false","false","true","true","U","1","0","","10","www.bnmuniversity.com","1992","1992","197142","51973","02","false","true","false","false","true","","Bhupendra Narayan Mandal University, Madhepura","2015","192695","192682","192678","","","","","","false","false","false","false","852113","false","0","false","","false"
"0456","IIT Madras Campus","","611.331999999999994","Chennai","776034","603","false","true","true","true","U","18","0","","33","www.iitm.ac.in","1959","","197178","51986","07","false","true","false","false","false","4","Indian Institute of Technology, Chennai","2015","192731","192718","192714","","13.4036100000000005","80.8457499999999953","106354","","true","false","false","true","600036","false","0","false","","false"
"0326","1, Nathibai Tackersey Road","New Marine Lines","39.1400000000000006","Mumbai","85767","519","true","true","false","true","U","3","0","only for women","27","www.sndt.ac.in","1916","1951","197180","","02","false","false","true","true","false","9","Smt. Nathibai Damodar Thackersey Women's Univeristy, Mumbai","2015","192733","192720","192716","","19.0869399999999985","72.8309330000000017","106356","15257","true","true","false","false","400020","false","0","true","5769","true"
"0300","Dapoli","Dapoli","1958.0308","Dapoli","145681","528","false","true","true","true","R","11","0","","27","www.dbskkv.org","1972","1972","197222","51993","02","false","true","false","false","true","1","Dr. Balasaheb Sawant Konkan Krishi Vidyaapeeth,(former Konkan Krishi Vidyapeeth) Ratnagiri","2015","192775","192762","192758","","17.7528070000000007","73.1876699999999971","","","false","false","false","false","415712","false","0","false","","false"
"0577","MAHATMA GANDHI AVENUE","","186.870000000000005","DURGAPUR","","335","false","true","true","true","U","12","0","","19","www.nitdgp.ac.in","1960","2004","197239","51996","07","false","false","true","false","false","4","National Institute of Technology, Durgapur","2015","192792","192779","192775","","23.5483329999999995","87.2913889999999952","106391","","true","false","false","true","713209","false","0","false","","true"
"0749","Dehmi Kalan , Jaipur - Ajmer Expressway","Near GVK Toll Plaza","121.319999999999993","Jaipur","168500","110","false","false","true","true","R","8","0","","08","www.jaipur.manipal.edu","2011","2011","197299","52011","03","false","true","true","false","false","","MANIPAL UNIVERSITY, JAIPUR","2015","192852","192839","192835","","23.5765700000000002","73.646649999999994","","","false","false","false","false","303007","false","0","false","","false"
"0208","Registrar","Shahpur Road,","0","Medininagar","0","358","false","false","false","false","U","0","0","","20","www.npu.ac.in","2009","2009","197305","","02","false","false","true","true","false","","Nilamber-Pitamber University, Palamu","2015","192858","192845","192841","N. P. University is the State Public University established 17th January, 2009. Efforts are being made at its level best to develop its own infrastructure As such all the Departments are being run in its Constituent Units viz. G. L.A. College, J. S. College & Y. S. N. M. College Blocks 1D: Staff Information & 1H: Infrastructure related data furnished here is that of G. L. A. College which are being shared by the N. P. University Departments.    NAAC Accreditation is under process","24.0333299999999994","84.066670000000002","","","false","false","false","false","822101","false","0","false","","false"
"0766","25/2&25/3 Ballygunge Circular Road","KOLKATA","4","KOLKATA","2000","342","false","true","false","true","U","1","0","Teacher Education","19","www.wbuttepa.ac.in","2015","2015","197312","","02","false","false","false","false","true","9","THE WEST BENGAL UNIVERSITY OF TEARCHERS TRAINING, EDUCATION PLANNING AND ADMINISTRATION","2015","192865","192852","192848","","22.5287490000000012","88.3560480000000013","","","false","false","false","false","700019","false","0","false","","false"
"0340","Block I, Dongktieh","Nongrah","39279.5","Shillong","37483.5","298","false","false","false","true","U","2","0","","17","www.mlcuniv.in","2005","2005","197376","","03","false","false","true","false","true","","Martin Luther Christian University, Shillong","2015","192929","192916","192912","The percentage has been calculated on the CGPA of the students and not the actual marks of the students.","25.5681398000000009","91.8833822699999985","106469","15262","true","true","false","true","793006","false","0","true","5780","false"
"0812","Haldhar Bhuyan Path, Kolongpar, Nagaon","Haldhar Bhuyan Path, Kolongpar, Nagaon","20","Nagaon","20","305","false","false","false","false","R","0","0","","18","www.mssv.co.in","2014","2014","197501","","03","false","false","true","false","false","","MAHAPURUSHA SRIMANTA SANKARADEVA VISWAVIDYALAYA","2015","193054","193041","193037","","","","","","false","false","false","false","782001","false","0","false","","false"
"0225","J.N.M.C. Campus","Nehru Nagar","101","Belgaum","3612","555","false","true","false","false","U","0","0","","29","www.kleuniversity.edu.in","2006","2006","197646","","06","false","true","false","true","false","2","K.L.E. Academy of Higher Education and Research, Belgaum","2015","193199","193186","193182","","","","","","false","false","true","false","590010","false","0","false","","false"
"0179","Palampur (HP)","","998","Palampur (HP)","90000","024","false","true","true","true","R","12","0","","02","http://www.hillagric.ac.in","1966","1978","197697","52109","02","false","true","true","false","true","1","Chaudhary Sarwan Kumar Himachal Pardesh Krishi Vishvavidyalaya, Palampur","2015","193250","193237","193233","1. Information at Sr No 3(vii) does not include the area under Research Station and Krishi Vigyan Kendras located out of main campus of the University.2. Information at Sr No 11(ii) regarding staff quarters has been given for the main campus of the University.3. The University has over and above intake of 18 NRI  and 13 Foreign National students in Master's programme, and 9 NRI and 5 Foreign National students in Doctoral programme.4. In Block 1D, the staff information for Assistant Professor also include one Assistant Librarian who is declared as teaching faculty in the University. 5. Among the total faculty in position, 36 teachers/scientists are engaged in field research work only at different research stations and 44 teachers/extension specialists are posted in eight Krishi Vigyan Kendras, situated out of the main campus for extension work only.6. The University has been accredited by ICAR upto 07.03.2018, The score was not mentioned in it. The score and maximum score has been filled as 10 as it was necessary.","32.0946623000000031","76.5412304000000034","","","false","false","true","true","176062","false","0","false","","false"
"0217","Hosur Road","Bengaluru 560029","38.3299999999999983","Bengaluru","182142.5","572","false","false","true","true","U","5","0","","29","http://www.christuniversity.in","1969","2008","196957","51919","06","false","true","true","false","false","","Christ University, Bangalore","2015","192510","192497","192493","","12.5800099999999997","77.3800099999999986","106212","15238","true","true","true","true","560029","false","0","true","5789","true"
