"id","address_line1","address_line2","city","state_code","district_code","website","area","constructed_area","year_of_establishment","year_of_recognition","nodalofficer_id","location","awards_degree_through_university","university_id","girl_exclusive","staff_quarter_available","staff_quarter_id","student_hostel_available","no_of_student_hostel","management_id","name","survey_year","financial_income_id","financial_expenditure_id","infrastructure_id","remarks","latitude","longitude","scholarship_id","loan_id","is_accredited","is_foreign_students_enrolled","offers_scholarship","offers_loan","offers_distance_programme","pin_code","has_fellowships","fellowships_id","ministry_id","has_other_minority_data"
"1793","PRINCIPAL GOVERNMENT POLYTECHNIC JALGAON","N.H. -6 JALGAON","JALGAON","27","505","www.gpjalgaon.org.in","23","","1960","1960","214556","U","false","","false","false","","true","4","2","GOVERNMENT POLYTECHNIC JALGAON","2015","210109","210096","210092","","21.0034099999999988","75.551320000000004","115718","","false","false","true","false","false","425001","false","","","true"
"454","VILL- MEERPUR,","OPOST-MANDOULA","LONI ,GHAZIABAD","09","140","www.rcim.co.in","1.25","3450","2008","2008","214569","R","false","","false","false","","true","1","6","RAMESH CHAND INSTITUTE OF MANAGEMENT(RCIM)","2015","210122","210109","210105","","","","115726","","false","false","true","false","false","201102","false","","","false"
"2660","NEAR KV & NH11, SABALPURA, SIKAR","","SIKAR","08","111","","","","2010","","166091","R","false","","false","true","43924","true","2","1","SBS POLYTECHNIC COLLEGE, SIKER","2015","161644","161631","161627","","","","87762","","false","false","true","false","false","332001","false","","","false"
"15938","Near Petrol Bunk","Guntur to Miryalaguda Highway","Nadikudi Village","28","548","www.fcendkd.org","5.86000000000000032","3090.5300000000002","2012","2012","214570","R","false","","false","false","","false","0","6","FATIMA COLLGE OF EDUCATION","2015","210123","210110","210106","","16.5800009999999993","79.700010000000006","115727","","false","false","true","false","false","522414","false","","","false"
"15667","At-Hanspal Canal Road Po-Naharakanta Bhubaneswar","At-Hanspal Canal Road Po-Naharakanta Bhubaneswar","Bhubaneswar","21","386","","1.19999999999999996","15000","2007","2007","214573","U","false","","true","true","55925","true","1","5","Sri Sri Baroda School of Nursing , Odisha","2015","210126","210113","210109","","","","","","false","false","false","false","false","752101","false","","","false"
"4252","DK, Plantation,B.E.M.L Nagar, K.G.F-563 115","-DK, Plantation,B.E.M.L Nagar, K.G.F-563 115","-KGF","29","581","www.sambhram.org","30","26144","1992","1992","214576","R","false","","false","false","","true","2","6","SAMBHRAM INSTITUTE OF NURSING KOLAR","2015","210129","210116","210112","","12.0000099999999996","78.0000100000000032","115730","16712","false","false","true","true","false","563115","false","","","false"
"5718","AT+PO-Pirauta","","ARA","10","231","www.dietpirautabhojpur.com","24.6499999999999986","2016","1950","2002","214581","R","false","","false","false","","true","1","2","DISTRICT INSTITUTE OF EDUCATION & TRAINING BHOJPUR","2015","210134","210121","210117","","25.5580360000000013","84.6674730000000011","","","false","false","false","false","true","802312","false","","","false"
"12853","At+PO - Bajarahia","Via-Maharajganj","Siwan","10","218","www.bbptec.com","4.73000000000000043","2940","1983","2009","214585","U","false","","false","true","55927","true","1","5","BHAGWAN BUDDHA PRIMARY TEACHERS EDUCATION COLLEGE BAJRAHIYAN, SIWAN","2015","210138","210125","210121","Our institute has been working under new regulation act - 2014 and fulfilling all the new norms & condition. Hence, I would request to you to acept the details & keep it as for year information & knowledge any necessary institution i this matter will be addressed from my side.","","","","","true","false","false","false","false","841238","false","","","false"
"5720","Ward No. 20, Azad Nagar Madhepura","","Madhepura","10","213","","6.45999999999999996","1651.73000000000002","1952","1993","214587","U","false","","false","false","","false","0","2","DISTRICT INSTITUTE OF EDUCATION & TRAINING MADHEPURA","2015","210140","210127","210123","","","","","","false","false","false","false","false","852113","false","","","false"
"12713","PO-Ramana, Pin-842002","","Muzaffarpur","10","213","www.dietrambagh.com","14.5","2091.59000000000015","1956","1956","214588","U","false","","false","false","","true","1","2","DISTRICT INSTITUTE OF EDUCATION & TRAINING RAMBAGH, MUZAFFARPUR","2015","210141","210128","210124","","","","","","false","false","false","false","false","842002","false","","","false"
"12702","At - Bedu Tola","PO-Thawe","Gopalganj","10","217","www.dietthawe.gopalganj.nic.in","22184.8499999999985","","1961","1961","214589","R","false","","false","false","","true","1","2","DISTRICT INSTITUTE OF EDUCATION & TRAINING THAWAE, GOPALGANJ","2015","210142","210129","210125","","","","","","false","false","false","false","false","841440","false","","","true"
"4748","Opp.to General Post office ,Ahmednagar,Post Bag No 2021","","Ahmednagar","27","522","www.boothhospital.in","6.66000000000000014","83507.75","1943","1944","214596","U","false","","false","true","55931","true","2","6","EVANGELINE BOOTH HOSPITAL AHMEDNAGAR","2015","210149","210136","210132","hospital is Ac created by  ISO-9001:2008 PSA QUALITY CERTIFICATION LIMITED","19.0952075000000008","74.7495916000000022","","16713","false","false","false","true","false","414001","false","","","false"
"12851","Chandbajitpur","Belganj","Gaya","10","236","www.rashidiyarani.org","2500","1500","2009","2010","214590","R","false","","false","false","","false","0","5","RASHIDIYA RANI SAGARI TEACHERS EDUCATION COLLEGE CHAND BAJIPUR, GAYA","2015","210143","210130","210126","","","","","","false","false","false","false","false","800000","false","","","false"
"15947","Near Power House","main raod Chirgaon","Chirgaon","09","166","","1","","2015","","214598","R","false","","false","false","","false","0","6","RASHTRAKAVI MAITHILI SHARAN GUPT COLLEGE OF EDUCATION","2015","210151","210138","210134","","","","","","false","false","false","false","false","284301","false","","","false"
"4764","PREMIER ROAD,","KURLA (W),","MUMBAI","27","519","holyfamilyinstituteofnursingeducation.org","2.05299999999999994","8400.5","2005","2005","214599","U","false","","true","false","","true","1","6","HOLY FAMILY INSTITUTE OF NURSING EDUCATION THANE","2015","210152","210139","210135","","","","","16714","false","false","false","true","false","400070","false","","","false"
"9685","vitthal nagar ,","pachhod road ambad","ambad","27","514","","2","526","1990","1990","214603","U","false","","false","false","","false","0","6","OM SHANTI JR. COLLEGE OF EDUCATION AHMEDABAD JALNA AHMEDABAD","2015","210156","210143","210139","","","","","","false","false","false","false","false","431204","false","","","false"
"7563","OPPOSITE KANCHAN KESARY AJMER ROAD JAIPUR","","JAIPUR","08","110","","","","1975","2016","214604","R","false","","false","false","","true","1","2","GOVERNMENT SANSKRIT TT, MAHAPURA","2015","210157","210144","210140","","","","115741","","true","false","true","false","false","302026","false","","","false"
"675","R K MISSION","VIVEK VIHAR","ITANAGAR","12","248","www.rggp.ac.in","30","","2002","2002","214606","U","false","","false","true","55934","true","2","2","RAJIV GANDHI GOVT. POLYTECHNIC","2015","210159","210146","210142","RAJIV GANDHI GOVT. POLYTECHNIC IS THE FIRST TECHNICAL INSTITUTE IN THE STATE OF ARUNACHAL PRADESH SET UP UNDER TECH-ED -III PROJECT OF WORLD BANK IN THE YEAR 2002.","27.076509999999999","93.6063099999999935","","","true","false","false","false","false","791113","false","","","false"
"10399","Plot No. 08, Sector 14","New Panvel (E)","Panvel","27","520","","1","372","2001","2001","214607","U","false","","false","false","","false","0","6","JBSPS INSTT OF INDUSTRIAL SAFETY PANVEL","2015","210160","210147","210143","","18.9800010000000015","73.1000099999999975","","","false","false","false","false","false","410206","false","","","false"
"13994","Gandhichowk","-","Morbi","24","476","","","1908","","1982","166681","U","false","","true","true","44065","true","1","2","ANM SCHOOL, GOVERNMENT HOSPITAL, MORBI","2015","162234","162221","162217","","22.8119894999999993","70.8236194899999987","","","false","false","false","false","false","363641","false","","","false"
"14001","ANM/FHW Training school","Cottage Hospital","Bhiloda","24","666","","","","1989","1989","167680","R","false","","false","false","","true","1","2","ANM SCHOOL, COTTAGE HOSPITAL, BHILODA","2015","163233","163220","163216","","","","","","false","false","false","false","false","383245","false","","","false"
"7014","VAYASKARAKUNNU","KOTTAYAM","KOTTAYAM","32","597","","","","1919","1919","170382","U","false","","false","false","","false","0","2","GOVERNMENT TEACHER TRAINING INSTITUTE KOTTAYAM KOTTAYAM","2015","165935","165922","165918","","","","","","false","false","false","false","false","686001","false","","","true"
"14990","AT- KUNJKHEDA","POST- WADALI","KANNAD","27","515","","","","2005","2005","170964","R","false","","false","true","45109","true","2","6","ALLANA URDU D.T.ED COLLEGE KUNJKHEDA","2015","166517","166504","166500","","","","","","false","false","false","false","false","431103","false","","","false"
"3228","G T ROAD","VIKAS NAGAR","KANPUR","09","164","","","","","","171010","U","false","","false","true","45122","true","5","2","GOVERNMENT POLYTECHNIC KANPUR","2015","166563","166550","166546","","","","90335","","false","false","true","false","false","208002","false","","","true"
"3197","TIKHAMPUR","","BALLIA","09","193","","","","2004","","171296","R","false","","true","true","45189","true","1","2","GOVERNMENT GIRLS POLYTECHNIC BALIA","2015","166849","166836","166832","","","","90484","","false","false","true","false","false","277001","false","","","false"
"3194","VILL- BHILIHILI","TARAWA","","09","191","","5","3500","2010","2010","171522","R","false","","false","true","45245","false","0","2","GOVERNMENT POLYTECHNIC, AZAMGARH","2015","167075","167062","167058","","","","","","false","false","false","false","false","276001","false","","","false"
"3236","REWA ROAD","BATHUA","MIRZAPUR","09","199","","","","1964","1964","174690","U","false","","false","true","46056","true","3","2","GOVERNMENT POLYTECHNIC MIRZAPUR","2015","170243","170230","170226","","","","","","false","false","false","false","false","231001","false","","","false"
"5488","azm","","","09","191","","","","","","168487","U","false","","false","false","","false","0","6","SHRI BABA SADHAV RAM PARAMEDICAL COLLEGE & NURSING COLLEGE AZAMGARH","2015","164040","164027","164023","","","","","","false","false","false","false","false","276141","false","","","false"
"10808","Post Box No. 54","Gopalpur Ranjani Road Gopalpur","Pandharpur","27","526","www.codp.sveri.ac.in","2","3835","2006","2006","158820","R","false","","false","true","42079","true","2","6","SHRI VITHAL EDUCATION & RESEARCH INSTITUTE`S COLLEGE OF PHARMACY(POLY ) PANDHARPUR","2015","154374","154361","154357","","17.6333300000000008","75.3333300000000037","83317","12069","false","false","true","true","false","413304","false","","","false"
"6080","MOTIPURA, HIMATNAGAR","","HIMATNAGAR","24","472","","","","2009","","158889","R","false","","false","false","","false","0","5","SIDDHI VINAYAK CPED COLLEGE & TRUST SABARKANTHA","2015","154443","154430","154426","","","","","","false","false","false","false","false","383001","false","","","false"
"14568","Sr No - 25 & 27  Kondhwa  - Saswad Road  Bopdev Ghat","Tal -Haveli Dist Pune","Pune","27","521","www.kjsedu.com","5","5786.05000000000018","2014","2014","158835","R","false","","false","false","","true","1","6","TRINITY POLYTECHNIC PUNE, MAHARASHTRA","2015","154389","154376","154372","","18.4218085999999985","73.9063768000000039","83329","","false","false","true","false","false","411048","false","","","false"
"11104","B/H SAPANA CINEMA","SARKHEJ","AHMEDABAD","24","474","WWW.PRANAMEDU.ORG","2890","1537","2007","2007","158844","R","false","","false","true","42086","true","1","5","PRANAM PRIMARY TEACHERS TRAINING COLLEGE SARKHEJ","2015","154398","154385","154381","","22.0000199999999992","78.0000100000000032","","","false","false","false","false","false","382210","false","","","false"
"3800","AT & PO :- NANIKADI, TA:- KADI, DIST - MEHSANA","PIN - 382715 N.G.","KADI","24","471","NIL","3.37000000000000011","6939.43000000000029","2010","2010","158848","R","false","","true","true","42087","true","1","5","SHRI RAJIBEN GANDALAL GENERAL NURSING SCHOOL MEHSANA","2015","154402","154389","154385","","23.2978500000000004","72.3310024999999968","83338","","false","false","true","false","false","382715","false","","","false"
"3652","St. Ann's Hospital","M.G. Road","Vijayawada","28","547","","2","11083.5100000000002","1954","1957","158881","U","false","","true","true","42096","true","1","6","ST ANN'S HOSPITAL SCHOOL OF NURSING KRISHNA","2015","154435","154422","154418","","","","83363","","false","false","true","false","false","520002","false","","","false"
"9632","At.Post-Tarapur, Tal-Palghar, Dist- Thane, Pin no. 401 502","As Above","TARAPUR","27","517","www.mecindia.net.in","2.81000000000000005","2020","1984","2003","158894","R","false","","false","true","42100","false","0","6","MOHAMMED KHALID JUNIOR COLLEGE OF EDUCATION TARAPUR THANE","2015","154448","154435","154431","","19.864414","72.6853049999999996","83375","","false","false","true","false","false","401502","false","","","false"
"9409","NEAR HAJI MALANGBABA, CHIKHALI ROAD, BULDANA","","BULDANA","27","506","kcebduldhana.org","2915.23999999999978","2902","2008","2008","158906","R","false","","false","false","","false","0","6","KADARIYA MUSLIM EDUCATION MULTIPURPOSE CHARITABLE TRUST KADARIYA D. ED. COLLEGE CHIKHLI ROAD BULDANA","2015","154460","154447","154443","","","","","","false","false","false","false","false","443001","false","","","false"
