"statecode","name","id","statebodyid","survey_year"
"27","BHOSLA ADHYAPAK VIDYALAYA NEW NANDANVAN NAGPUR","9132","4","2015"
"27","BIRLA COLLEGE OF ARTS SCIENCE & COMMERCE KALYAN","10448","2","2015"
"27","BIRSA MUNDA ADIWASI BAHU-UDDESHIYA SHIKSHAN SANSTHA KELAPUR-DONGARGAON YVATMAL","9133","4","2015"
"27","BIRSA MUNDA BAHUUDDESHIYA SHIKSHAN SANSTHAS LATE RAMAJI UIKE D. ED. (BOYS) COLLEGE KELAPUR DONGARGAON YAVATMAL","9134","4","2015"
"27","BMSPM'S ASHOKRAO MANE POLYTECHNIC HATKANGALE DIST. KOLHAPUR","1711","2","2015"
"27","BODHISATVA COLLEGE OF TECHNOLOGY BHADRAWATI","10546","2","2015"
"27","BOMBAY FLYING CLUB MUMBAI","8922","5","2015"
"27","BOMBAY MUNICIPAL CORPORATION HINDI ADHYAPAK VIDYALAYA WADALA MUMBAI","9135","4","2015"
"27","BOMBAY TEACHERS TRAINING COLLEGE COLABA MUMBAI MUMBAI","9136","4","2015"
"27","BRAHMA VALLEY EDUATIONAL CAMPUS TRIMBAKESHWAR NASHIK","9137","4","2015"
"27","BRAMHANAND BAHUUDDESHIYA YUWAK KALYAN SANSTHA WATHODA NAGPUR","9138","4","2015"
"27","BUDDHA BHUSHAN CHARITIZ INSTITUTE OF PROFESSIONAL DIPLOMA KALYAN(W) THANE","1712","2","2015"
"27","BUTIC EDUCATIONAL TRUST INSTITUTE OF BEAUTY CULTURE & HAIR DRESSING PUNE","10829","2","2015"
"27","BUTIC INSTITUTE OF BEAUTY THERAPY & HAIR DRESSING","10450","2","2015"
"27","CARDINAL GRACIAS MEMORIAL HOSPITAL TRUST THANE","4739","3","2015"
"27","C. P. COLLEGE OF D. ED. DREGAON ROAD JALNA","9141","4","2015"
"27","C R SOC`S RASHTRA SANT REGIONAL CANCER HOSPTIAL MANAWADA NAGPUR","10469","2","2015"
"27","C. S. INSTITUTE OF TECHNOLOGY DEORI DIST- GONDIA","1713","2","2015"
"27","C S M S S `S RAJE SAMBHAJI COLLEGE OF TECHNOLOGY MUL","10529","2","2015"
"27","C S P M `S COLLEGE OF FIRE ENGINEERING & SAFETY MANAGEMENT AURANGABAD","10359","2","2015"
"27","CHH.SHIVAJI SHIKSHAN MANDALCHH.SHIVAJI POLYTECHNIC INSTITUTEVADUJ TAL-KHATAVSATARA.","1720","2","2015"
"27","CHAITANYA BAHUUDDESHIYA SANSTHA'S G. H. RAISONI POLYTECHNIC ANJANGAONAMRAVATI","1717","2","2015"
"27","CENTRAL INDIA INSTITUTE OF PHARMACY","1714","2","2015"
"27","CENTRAL INDIA MEDICAL TRUST LIFELINE INSTITUTE OF LABORATORIES TECHNOLOGY NAGPUR","10471","2","2015"
"27","CENTRAL LABOUR INSTITUTE SION MUMBAI","10376","2","2015"
"27","CHAITAINYA BHAHUUDDESHYA SHIKSHAN PRASARAK MANDAL TAL. SHIROL KOLHAPUR","9142","4","2015"
"27","CHANDRAPUR POLYTECHNIC CHANDRAPUR","1718","2","2015"
"27","CHANNABASESHWAR P G D M L T COLLEGE LATUR","10364","2","2015"
"27","CHARWAK ADHYAPAK VIDYALAYA AHMEDPUR LATUR","9147","4","2015"
"27","CHATARPATI PRAMILE RAJE GENERAL HOSPITAL KOLHAPUR","4740","3","2015"
"27","CHAUDHARY ATTARSINGH YADAV MEMMORIAL EDUCATION TRUST`S SIDDHANT COLLEGE OF PHARMACY SUDUMBARE MAVAL PUNE","10814","2","2015"
"27","CHEMBUR EDUCATION SOCIETYS CHEMBUR NAKA CHEMBUR MUMBAI","9149","4","2015"
"27","CHETANA ADHYAPAK VIDYALAYA WARDHA NEAR BORGAON NAKA WARDHA","9150","4","2015"
"27","CHETANA EDUCATION SOCIETY CHETANA COLLEGE OF TECHNOLOGY WARDHA","10639","2","2015"
"27","CHHATRAPATI SHAHU EDUCATION SOCIETYCHHATRAPATI SHAHU POLYTECHNIC A/P ATIT DIST SATARA","1721","2","2015"
"27","CHHATRAPATI SHIVAJI BAHUUDESHIYA GRAMIN VIKAS AHMEDPUR LATUR","9152","4","2015"
"27","CHINDHUJI LAXMANRAO PURKE SHIKSHAN PRASARAK MANDAL RALEGAON YAVATMAL","9153","4","2015"
"27","CHINTAMANI D. ED. COLLEGE POMBHURNA CHANDRAPUR","9155","4","2015"
"27","CHINTAMANI DYNANPEETH AMBEGAON BK. PUNE","9156","4","2015"
"27","CHOPDA EDUCATION SOCIETY COLLEGE OF EDUCATION OLD SHIRPUR ROAD CHOPDA","9158","4","2015"
"27","CUSROW WADIA INSTITUTE OF TECHNOLOGY","1722","2","2015"
"27","DECCAN EDUCATION SOCIETY'S TECHNICAL INSTITUTE PUNE","1734","2","2015"
"27","DAGADOJIRAO DESHMUKH D.PHARMACY COLLEGE","1729","2","2015"
"27","CHRIST SOCIETY (N. T. C. C. SOCIETY) N. T. C. C. D. ED. COLLEGE MALAD MUMBAI","9159","4","2015"
"27","CITIZEN EDUCATIONAL & WELFARE COUNCIL ALLAMA EQBAL D. ED. COLLEGE DAULATABAD AURANGABD","9160","4","2015"
"27","CITIZENS EDUCATION SOCIETY RASTHARIYA JR. COLLEGE OF EDUCATIOIN KRIDA CHOWK NAGPUR","9162","4","2015"
"27","CITIZEN WELFARE SOCIETYS SARDAR COLLEGE OF EDUCATION BUDHWAR WARD NASHIK","9161","4","2015"
"27","CIVIL HOSPITAL SCHOOL OF NURSING JALGAON","4741","3","2015"
"27","DAKSHIN SOLAPUR TALUKA SHIKSHAN MANDAL'S COLLEGE OF PHARMACY (POLY) SOLAPUR","1731","2","2015"
"27","DALIT MITRA V. T. NAGPURE D. ED. COLLEGE GONDPIPRI CHANDRAPUR","9172","4","2015"
"27","DAMINI BAHUUDDESHIYA SHIKSHAN PRASARAK SANSTHA`S SHRI SANT GAJANAN COLLEGE OF PHARMACY AMBAJOGAI","10351","2","2015"
"27","DASE`S INSTITUTE OF MEDICAL & PARAMEDICAL SCIENCES THANE","10416","2","2015"
"27","DATTAKALA SHIKSHAN SANSTHA'S DATTAKALA POLYTECHNICDAUNDPUNE","1732","2","2015"
"27","DATTATRAYA EDUCATION TRUST` INSTITUTE AURANGABAD","10362","2","2015"
"27","DB. K. JANKALYAN SHIKSHAN SANSTHA MANTHAN D. ED. COLLEGE HINGNA NAGPUR","9173","4","2015"
"27","D. ED. COLLEGE SAGAON SAGAON SANGLI","9166","4","2015"
"27","D. ED. URDU ADYAPAK VIDYALAYA GOUDAWN NAGPUR","9167","4","2015"
"27","D. K. PATIL EDUCATION TRUST PALGHAR THANE","9168","4","2015"
"27","D K V S &S B S LOKTANTRA INSTITUTE OF TECHNICAL EDUCATION NAGPUR","10611","2","2015"
"27","D K V S &S B S LOKTANTRA INSTITUTE OF TECHNICAL EDUCATION WARDHA","10630","2","2015"
"27","D. L. PATIL ADHYAPAK VIDYALAYA WADA THANE","9169","4","2015"
"27","D. N. M. D. ED. COLLEGE VIDYAVARDHINI EDUCATION STN BHIVPURI ROAD RAIGAD","9170","4","2015"
"27","D. S. PATIL D. ED COLLEGE TAL NIPHAD NASHIK","9171","4","2015"
"27","D. Y. PATIL EDUCATIONAL SOCITY'S D.Y. PATIL COLLEGE OF ENGINEERING & POLYTECHNIC KOLHAPUR","1726","2","2015"
"27","D.Y.PATIL EDUCATION SOCIETYD.Y. PATIL POLYTECHNICTALSANDE TAL- HATKANAGALE KOLHAPUR","1728","2","2015"
"27","D.Y.PATIL EDUCATION SOCIETY INSTITUTE OF HOTEL MANAGEMENT AND CATERING TECHNOLOGY NAVI MUMBAI","1727","2","2015"
"27","D. Y. PATIL EDUCATION SOCIETY'S DR. D.Y. PATIL INSTITUTE OF HOTEL MANAGEMENT & CATERING TECHNOLOGY PUNE","1724","2","2015"
"27","D Y PATIL INSTITUTE OF NURSING EDUCATION KOLHAPUR","4743","3","2015"
"27","DISTRICT INSTITUTE OF EDUCATION & TRAINING, AMRAVATI","9183","4","2015"
"27","DHAMANGAON EDUCATION SOCIETY'S L.A.M.I.T. DHAMANGAON RLYAMRAVATI","1735","2","2015"
"27","DINKARRAO K. SHINDE SMARAK TRUST DR. A.D. SHINDE INSTITUTE OF TECHNOLOGY GADHINGLAJ","1740","2","2015"
"27","DHULE CHARITABLE SOCIETY'S INSTITUTE OF PHARMACY DHULE","1739","2","2015"
"27","DEEP PARAMEDICAL ORGNAISATION PANDURANG VADE KASARVADAVLI THANE","9174","4","2015"
"27","DEOMOGRA SCHOOL OF NURSING NANDURBAR","4744","3","2015"
"27","DEONIL ADHYAPAK VIDYALAYA MUL CHANDRAPUR","9175","4","2015"
"27","DEORAO PATIL GRAMIN VIKAS PRATISHTHAN MAHABALI NAGAR YAVATMAL","9176","4","2015"
"14","CENTRAL INSTITUTE OF PLASTIC ENGG. & TECHNOLOGY IMPHAL","1715","5","2015"
"27","DEVGIRI BAHUDDESHIYA SANSTHA DYANGANGA INSTITUTE OF TECHNOLOGY CHIKHALTHANA","10366","2","2015"
"27","DHANRAJGIRIJI HOSPITAL TRUST SOLAPUR","4745","3","2015"
"27","DHYANOPASAK SHIKSHAN MANDALS PRIMARY TEACHERS TRAINING D. ED. COURSE NEAR Z. P PARBHANI","9181","4","2015"
"27","DHYEYA PRATISHTHAN`S SINDHUDURGA COLLEGE OF TECHNOLOGY AND MANAGEMENT EDUCATION KUD","10438","2","2015"
"27","DIAMOND EDUCATION SOCIETY`S SHREE D PHARMACY COLLEGE PANSHENDRA JALNA","10352","2","2015"
"27","DILIPRAVJI SOPAL SHIKSHAN PRASARAK & KRIDA MANDAL BARSHI SOLAPUR","9182","4","2015"
"27","DINADAYAL INSTITUTE FOR DESION AND APLIED ARTS PUNE","10834","2","2015"
"27","DINA INSTITUTE OF HOTEL & BUSINESS MANAGEMENT PUNE","10846","2","2015"
"27","DIPSTAMBH SHIKSHAN VA GRAMIN VIKAS SANSTHA`S LATE K G WANKAR COLLEGE OF ADVANCE TECHNOLOGY YAVATMAL","10340","2","2015"
"27","DISTICTIVE EDUCATION SOCIETY`S INSTITUTE DAPOLI","10415","2","2015"
"27","DISTRICT INSTITUTE OF EDUCATION AND TRAINING AMAJOGAI BEED","9201","4","2015"
"27","DISTRICT INSTITUTE OF EDUCATION AND TRAINING BULDHANA BULDHANA","9190","4","2015"
"27","DISTRICT INSTITUTE OF EDUCATION AND TRAINING DHULE DHULE","9199","4","2015"
"27","DISTRICT INSTITUTE OF EDUCATION AND TRAINING DIET C/O GUJARATI HIGH SCHOOL WAKHARBAG SANGLI","9198","4","2015"
"27","DISTRICT INSTITUTE OF EDUCATION AND TRAINING GADCHIROLI GADCHIROLI","9202","4","2015"
"27","DISTRICT INSTITUTE OF EDUCATION AND TRAINING GODHANI ROAD YAVATMAL","9194","4","2015"
"27","DISTRICT INSTITUTE OF EDUCATION AND TRAINING JALGAON JALGAON","9189","4","2015"
"27","DISTRICT INSTITUTE OF EDUCATION & TRAINING PANVEL (DIET) PANVEL RAIGAD","9184","4","2015"
"27","DNYAN KALA KRIDA & KRUSHI PRATISHANBABASAHEB PHADTARE POLYTECHNIC KALAMB WALCHANDNAGAR TAL-INDAPUR PUNE.","1741","2","2015"
"27","DISTRICT INSTITUTE OF EDUCATION AND TRAINING JAWAHAR THANE","9187","4","2015"
"27","DISTRICT INSTITUTE OF EDUCATION AND TRAINING KOLHAPUR KOLHAPUR","9188","4","2015"
"27","DISTRICT INSTITUTE OF EDUCATION AND TRAINING LONI KALBHOR, PUNE","9200","4","2015"
"27","DISTRICT INSTITUTE OF EDUCATION AND TRAINING MURUD LATUR","9185","4","2015"
"27","DNCR EDUCATION SOCIETY`S NARAYANDAS CHABDA INSTITUTE OF PG DIPLOMA IN MEDICAL LAB TECHNOLOGY RAIGAON JAWALI","10856","2","2015"
"27","DNYANDAN SHIKSHAN SANSTHA KAVATHE MAHANKAL SANGLI","9206","4","2015"
"27","DNYANDEEP BAHUDDESHIYA SHIKSHAN PRASARAK MANDAL HARIBAHU RATHOD ADHYAPAK VIDYALAY GRAMPANCHAYT YAVATMAL","9207","4","2015"
"27","DNYANGANGA SHIKSHAN PRASARAK MANDAL SHRIPATRAO TAL PANHALA KOLHAPUR","9209","4","2015"
"27","DNYANGANGECHA BHAGIRATH MAHATMA PHULE SHIKSHAN SANSTHA MANORA WASHIM","9210","4","2015"
"27","DNYANODAY COLLEGE OF EDUCATION DNYANODAY SHIKSHAN UMARDARI NANDED","9211","4","2015"
"27","DNYANOPASAK SHIKSHAN MANDALI DONDAICHA DHULE","9212","4","2015"
"27","DNYANOPASAK SHIKSHAN PRASARAK MANDAL`S SIDHANT INSTITUTE OF TECHNICAL EDUCATION ARVI","10693","2","2015"
"27","DNYANPRABHODANI COLLEGE OF TECHNOLOGY WANI","10283","2","2015"
"27","DNYAN PRASARAK SHIKSHAN SANSTHA'S BALASAHEB MHATRE POLYTECHNICAMBARNATH","1742","2","2015"
"27","DNYANSAGAR ADHYAPAK VIDYALAYA DEVLALI SOLAPUR","9213","4","2015"
"27","DNYANSAGAR BAHUDESHIYA SHIKSHAN SANSTHA`S DNYANSAGAR TECHNICAL & FASHION DESIGNING COLLEGE KHAPARKHEDA NAGPUR","10608","2","2015"
"27","DNYANSAMPADA SHIKSHAN PRASARAK MANDAL . AKKALKOT SOLAPUR","9214","4","2015"
"27","DNYAN SIDDHI SHIKSHAN SANSTHA`S DHANANJAY DALAL COLLEGE OF TECHNOLOGY BHANDARA","10656","2","2015"
"27","DNYAN VARDHANI COLLEGE OF EDUCATION BALSOND HINGOLI","9204","4","2015"
"27","DNYAN VIKAS MANDAL PRIYDARSHANI ADHYAPAK VIDYALAYA SAKRT SAKRI DHULE","9205","4","2015"
"27","DNYANWARDHINI SHIKSHAN PRASARAK MANDAL LATE ANNASAHEB PARBHANI PARBAHANI","9215","4","2015"
"27","GRAM SUDHAR YOJANA NARKHED NAGPUR","9289","4","2015"
"27","DR BABASAHEB AMBEDKAR COLLEGE OF TECHNOCRAFT BALLAR SHAH DIST WARDHA","10515","2","2015"
"27","DR GANGADHARRAO PATRIKAR TECHNICAL INSTITUTE DONGARRAO AURANGABAD","10363","2","2015"
"27","DR J J MAGDUM CHARITABLE TRUST`S DR J J MAGDUM PHARMACY COLLEGE","10799","2","2015"
"27","DR. PANJABRAO DESHMUKH GIRLS POLYTECHNICAMRAVATI.","1753","2","2015"
"27","DR. BAPUJI SALUNKHE INSTITUTE OF ENGINEERING AND TECHNOLOGY","1745","2","2015"
"27","DR. BABASAHEB ADHYAPAK VIDYALAYA JUNIOR COLLEGE OF EDUCATION PEZARI ALIBAGH RAIGAD","9219","4","2015"
"27","DR. BABASAHEB AMBEDKAR ADHYAPAK VIDYALAYA KANDAHR NANDED","9220","4","2015"
"27","DR. D. Y. PATIL EDUCATIONAL ACADEMY NERUL THANE","9224","4","2015"
"27","DR. D.Y.PATIL PRATISHTHAN'S YASHWANTRAO BHAURAO PATIL POLYTECHNIC PUNE","1750","2","2015"
"27","DR. J. J. MAGDUM CHARITABLE TRUST'S DR. J. J. MAGDUM POLYTECHNIC KOLHAPUR","1751","2","2015"
"27","DR J J MAGDUM SCHOOL OF NURSING KOLHAPUR","4746","3","2015"
"27","DR J J MAGDUM TRUST`S ANIL ALIAS PINTU MAGDUM MEMORIAL PHARMACY COLLEGE DHARANGUTTI TAL-SHIROL DIST KOLHAPUR","10801","2","2015"
"27","DR. KALPANA CHAWLA ANTRAL VIR D. ED. COLLEGE KONDHA KOSARA BHANDARA","9226","4","2015"
"27","DR PANJABRAO DESHMUKH INSTITUTTE OF TECHNOLOGY VARORA","10533","2","2015"
"27","DR RAJENDRAPRASAD BAHHUDESHIYA SHIKASHAN SANSTHA`S KIRTI COLLEGE OF TECHNOLOGY HINGANGHAT WARDHA","10740","2","2015"
"27","DR RAJENDRA PRASAD INSTITUTE OF DIPLOMA IN 3D ANIMATION & GRAPHICS WARDHA","10583","2","2015"
"27","DR. RAJESH RAMDASJI KAMBE POLYTECHNIC COLLEGE TURKHED MURTIZAPUR DIST- AKOLA","1755","2","2015"
"27","DR R N COOPER HOSPITAL MUMBAI","4747","3","2015"
"27","DR V P F`S CENTER FOR MANAGEMENT RESEARCH AND DEVELOPMENT PUNE","10839","2","2015"
"27","DR. UTTAMRAO MAHAJAN INSTITUTE OF ENGINEERING & TECHNOLOGY (DIPLOMA)","1756","2","2015"
"27","DR.VARSHA PATIL INSTITUTE OF TECHNOLOGY","1758","2","2015"
"27","DURGAMATA BAHU-UDDESHIYA KRIDA AND DIGRAS YAVATMAL","9237","4","2015"
"27","DUSANE EDUCATION SOCIETY VIDYALAY & HARIBHAU DHULE","9238","4","2015"
"27","DWARKA BAHUUDDESHIYA GRAMIN VIKAS FOUNDATION'S DWARKA INSTITUTE OF PHARMACY BULDANA","1759","2","2015"
"27","DWARKAMAI SARVANGIN VIKAS SANSTHA D. S. PATIL ADHYAPAK VIDYALAY DHULE DHULE","9240","4","2015"
"27","DWARKA MULTIPURPOSE VILLAGE DEVELOPMENT FOUNDATION SHAHU MAHARAJ D. ED. (GIRLS) COLLEGE PANCHAYAT BULDHANA","9239","4","2015"
"27","DYANDEEP ADHYAPAK VIDYALAYA MANTHA JALNA","9241","4","2015"
"27","DYANOPASAK SHIKSHAN PRASARAK MANDAL LATE MANIRAMJI CHAVAV INSTITUTE OF TECHNICAL EDUCATION PUSAD","10312","2","2015"
"27","GOVERNMENT POLYTECHNIC JALGAON","1793","2","2015"
"27","EDUCATION SOCIETY KALAWATIBAI COLLEGE OF ENGINEERING & TECHNOLOGY (POLYTECHNIC) NAIGAON NANDED","1760","2","2015"
"27","EDUCATION SOCIETY NAIGAON DIPLOMA IN PHARMACYNANDED.","1761","2","2015"
"27","EKALAVYA SHIKSHAN SANSTHA'S POLYTECHNICPUNE","1762","2","2015"
"27","EKLAVYA ADHYAPAK VIDYALAYA LOKAYAT SHIKSHAN SANSTHA EKLAVYA ADHYAPAK VIDYALAYA CHAKUR LATUR","9244","4","2015"
"27","EKLAVYA COLLEGE OF TECHNOLOGY SHINDEWAHI","10537","2","2015"
"27","EKLAVYA SHIKSHAN SANSTHA JUNIOR COLLEGE OF EDUCATION PATHARDI AHMEDNAGAR","9245","4","2015"
"27","EKLAYA ADIVASI BHATAKYA VIMUKTA JATI-JAMATI VA SANGAMNER AHMEDNAGAR","9246","4","2015"
"27","EKNATH SHIKSHAN SANSTH`S SHRI SAMARTHA BALAJI COLLEGE OF TECHNOLOGY SAVALI CHANDRAPUR","10660","2","2015"
"27","EKVIRA DEVI EDU SOC AMBA DEVI COLLEGE OF TECHNOLOGY AMRAVATI","10333","2","2015"
"27","ETHEL GORDON JUNIOR COLLEGE OF EDUCATION PUNE PUNE","9247","4","2015"
"27","EVANGELINE BOOTH HOSPITAL AHMEDNAGAR","4748","3","2015"
"27","FAIRYLAND COLLEGE OF INFORMATION TECHNOLOGY AND MANAGEMENT GAWARALA TAL BHADRAWATI","10729","2","2015"
"27","FATHER AGNEL TECHNICAL COLLEGE (POLYTECHNIC) BANDRA(W) MUMBAI","1763","2","2015"
"27","FILM AND TELEVISION INSTITUTE OF INDIA, PUNE","8924","5","2015"
"27","FLORENCE NIGHTINGALE INST OF NURSING MUMBAI","4749","3","2015"
"27","FLORENCE NIGHTINGALE TRAINING COLLEGE OF NURSING WARDHA","4750","3","2015"
"27","FRIENDS EDUCATION SOCIETY SHAKUNT HARISH D. ED. COLLEGE KENDREWADI BEED","9248","4","2015"
"27","G.H.R. EDUCATION FOUNDATION G.H. RAISONI POLYTECHNIC SAOKHEDE BK JALGAON","1765","2","2015"
"27","GAURISHANKAR EDUCATION & CHARITABLE TRUST GAURIHAR POLYTECHNICLIMB SATARA","1768","2","2015"
"27","GAJANANA TECHNICAL INSTITUTE KADA TAL AASHTI BEED","10360","2","2015"
"27","GANDHI GRAM D. ED. COLLEGE BARBADI ROAD WARDHA","9253","4","2015"
"27","GANGAI BAHUUDDESHIYA GRAMIN VIKAS SANSTHA MAHAJAN D. ED COLLEGE WADGAON ROAD YAVATMAL","9256","4","2015"
"27","GANGAI CHARITABLE TRUST ADARSH POLYTECHNICTAL. ASTHI DIST. BEED","1767","2","2015"
"27","GANGAMAI JUNIOR COLLEGE OF EDUCATION NAGAON DHULE","9257","4","2015"
"27","GARGI AGRICULTURAL RESEARCH AND TRAINING INSTITUTE NASHIK","10780","2","2015"
"27","GARODIA SCHOOL OF PROFESIONAL STUDIES MUMBAI","10404","2","2015"
"27","GEETA SHIKSHAN PRASARAK MANDAL JAITALA ROAD NAGPUR","9258","4","2015"
"27","GENBA SOPANRAO MOZE INSTITUTE OF TECHNOLOGY BALEWADI TAL.HAVELI","1770","2","2015"
"27","GENBA SOPANRAO MOZE JUNIOR COLLEGE OF EDUCATION YERWADA PUNE","9259","4","2015"
"27","GENBA SOPANRAO MOZE TRUST HAVELI PUNE","9260","4","2015"
"27","GENBA SOPANRAO MOZE TRUST'S PARVATIBAI GENBA MOZE INSTITUTE OF PHARMACY HAVELI","1771","2","2015"
"27","GENERAL HOSPITAL AHMEDNAGAR","4752","3","2015"
"27","GENERAL HOSPITAL BULDANA","4753","3","2015"
"27","GENERAL HOSPITAL NASIK","4754","3","2015"
"27","GENERAL HOSPITAL SANGLI","4755","3","2015"
"27","GENERAL HOSPITAL SATARA","4756","3","2015"
"27","GENERAL HOSPITAL (SHRI CHHATRAPATI SHIVAJI MAHARAJ) SOLAPUR","4751","3","2015"
"27","G. H. RAISONI FOUNDATION SOCIETY CREATIVE TEACHING D. ED. COLLEGE SHRADHA HOUSE KINGSWAY NAGPUR","9249","4","2015"
"27","G. H. RAISONI INTERNATIONAL ACADEMY FOR CREATIVE H AVELI PUNE","9250","4","2015"
"27","GHULAM NABI AZAD URDU D. ED. COLLEGE PUSAD YAVATMAL","9262","4","2015"
"27","GIRIRAJ NURSING SCHOOL PUNE","4757","3","2015"
"27","GLOBAL EDUCATION CHARITABLE AND SOCIAL WELFARE TRU AURANGABAD AURANGABAD","9263","4","2015"
"27","GLOBAL HEALTHCARE INSTITUTE COLLEGE OF NURSING NASHIK","4758","3","2015"
"27","GLOBAL HOSPITAL & RESEARCH ANDHERI","10426","2","2015"
"27","G S COLLEGE OF TECHNICAL EDUCATION SAKOLI","10527","2","2015"
"27","G S E S GATEWELL HOSPITAL & RESEARCH INSTITUTE","10620","2","2015"
"27","G. S. TOMPE MAHAVIDYALAYA SARVAJANIK TRUST CHANDUR BAZAR AMRAVATI","9251","4","2015"
"27","GOVERNMENT POLYTECHNIC AMRAVATI","1783","2","2015"
"27","GOVERNMENT POLYTECHNIC AURANGABAD","1785","2","2015"
"27","GOURISHANKAR EDUCATION & CHARITABLE TRUST GOURISHANKAR POLYTECHNICLIMB SATARA.","1777","2","2015"
"27","GOURI SHANKAR EDUCATION SOCIETY'S COLLEGE OF PHARMACY (D. PHARM.) LIMB SATARA","1776","2","2015"
"27","GOVERNMENT POLYTECHNIC GONDIA","1791","2","2015"
"27","GOVERNMENT POLYTECHNIC BRAMHAPURI","1788","2","2015"
"27","GOVERNMENT POLYTECHNIC JINTUR","1795","2","2015"
"27","GNYANWARDHINI BAHHUDESHIYA SHIKSHAN SANSTHA`S LAKHANI COLLEGE OF TECHNICAL EDUCATION BHANDARA","10658","2","2015"
"27","INSTITUTE OF TECHNOLOGY AND ENGINEERING","1847","2","2015"
"27","GNYANWARDHINI BAHHUDESHIYA SHIKSHAN SANSTHA`S NAV YUVA COLLEGE OF TECHNICAL EDUCATION BHANDARA","10655","2","2015"
"27","GNYANWARDHINI BAHHUDESHIYA SHIKSHAN SANSTHA`S TUMSAR COLLEGE OF TECHNICAL EDUCATION BHANDARA","10657","2","2015"
"27","GODAVARI FOUNDATION NASHIK D. ED. COLLEGE WADALA NASHIK","9264","4","2015"
"27","GODAVARI SCHOOL OF NURSING JALGOAN","4759","3","2015"
"27","GODAVARI SHIKSHAN MANDAL'S ASIAN INSTITUTE OF PHARMACY NASHIK.","1773","2","2015"
"27","GOKULDAS TEJPAL HOSPITAL MUMBAI","4760","3","2015"
"27","GONDIYA EDUCATION SOCIETY'S MANOHARBHAI PATEL INSTITUTE OF PHARMACY GONDIA.","1774","2","2015"
"27","GONDPIPRI COLLEGE OF EDUCATION GONDPIPRI CHANDRAPUR","9265","4","2015"
"27","GOPAL EDUCATION SOCEITY'S SHRI MUKUNDRAO PANNASE POLYTECHNIC MAUZA MONDHA","1775","2","2015"
"27","GOURISHANKAR COLLEGE OF EDUCATION SATARA SATARA","9266","4","2015"
"27","GOURISHANKAR EDUCATION SOCIETY'S COLLEGE OF PHARMACY (D.PHARM.) DEGAON SATARA.","1778","2","2015"
"27","GOVERNMENT GIRLS D. ED. COLLEGE NASIK SATARA","9267","4","2015"
"27","GOVERNMENT INSTITUTE OF HOTEL MANAGEMENT & CATRING TECHNOLOGY NAGPUR","1779","2","2015"
"27","GOVERNMENT INSTITUTE OF PRINTING TECHNOLOGY MUMBAI","1780","2","2015"
"27","GOVERNMENT POLYTECHNIC AMBAD","1782","2","2015"
"27","GOVERNMENT POLYTECHNIC ARVI","1784","2","2015"
"27","GOVERNMENT POLYTECHNIC AVASARI (KHURD) PUNE","1786","2","2015"
"27","GOVERNMENT POLYTECHNIC BEED","1787","2","2015"
"27","GOVERNMENT POLYTECHNIC DHULE","1789","2","2015"
"27","GOVERNMENT POLYTECHNIC FOR DISTANCE LEARNING PUNE","10794","2","2015"
"27","GOVERNMENT POLYTECHNIC GADCHIROLI.","1790","2","2015"
"27","GOVERNMENT POLYTECHNIC HINGOLI","1792","2","2015"
"27","GOVERNMENT POLYTECHNIC JALNA","1794","2","2015"
"27","GOVERNMENT POLYTECHNIC KARAD","1796","2","2015"
"27","GOVERNMENT POLYTECHNIC KHAMGAON","1797","2","2015"
"27","GOVERNMENT POLYTECHNIC KOLHAPUR","1798","2","2015"
"27","GOVERNMENT POLYTECHNIC NANDED","1803","2","2015"
"27","GOVERNMENT POLYTECHNIC SAKOLI","1811","2","2015"
"27","GOVERNMENT POLYTECHNIC SOLAPUR","1812","2","2015"
"27","GOVERNMENT POLYTECHNIC YAVATMAL","1815","2","2015"
"27","GOVERNMENTJUNIOR COLLEGE OF EDUCATION MANGAON RAIGAD","9270","4","2015"
"27","GOVERNMENTJUNIOR COLLEGE OF EDUCATION OLDJALNA","9271","4","2015"
"27","GOVERNMENT POLYTECHNIC MALVAN","1799","2","2015"
"27","GOVERNMENT POLYTECHNIC MIRAJ","1800","2","2015"
"27","GOVERNMENT POLYTECHNIC MUMBAI","1801","2","2015"
"27","GOVERNMENT POLYTECHNIC MURTIJAPUR AKOLA","1802","2","2015"
"27","GOVERNMENT POLYTECHNIC NANDURBAR","1804","2","2015"
"27","GOVERNMENT POLYTECHNIC NASHIK","1805","2","2015"
"27","GOVERNMENT POLYTECHNIC OSMANABAD","1806","2","2015"
"27","GOVERNMENT POLYTECHNIC PEN","1807","2","2015"
"27","GOVERNMENT POLYTECHNIC PUNE","1808","2","2015"
"27","GOVERNMENT POLYTECHNIC RATNAGIRI","1809","2","2015"
"27","GOVERNMENT POLYTECHNIC SADAR NAGPUR","1810","2","2015"
"27","GOVERNMENT POLYTECHNIC THANE","1813","2","2015"
"27","GOVERNMENT POLYTECHNIC WASHIM","1814","2","2015"
"27","GOVERNMENT RESIDENTIAL WOMENS POLYTECHNIC LATUR","1817","2","2015"
"27","GOVERNMENT URDU JR. COLLEGE OF EDUCATION FOR MEN PUNE PUNE","9269","4","2015"
"27","GOVIND MAHILA MANDAL INSTITUTE OF SCIENCE & TECHNOLOGY C B D BELAPUR","10434","2","2015"
"27","GOVT. JR. COLLEGE OF EDUCATION HANUMAN BASTI AKOLA","9274","4","2015"
